***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,48.49,,,,,,System Temp (C):,34.7,,,,,,,
Humidity (%):,29.71,,,,,,Humidity (%):,35.27,,,,,,,
Lamp Intensity:,1921,,,,,,Lamp Intensity:,1767,,,,,,,
Data Date-Time:,20/10/27T13:12:47,,,,,,Data Date-Time:,20/5/13T16:0:36,,,,,,,
Total Measurement Time in sec:,2.0840992,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-7.40266672958336,0.0577935962102471,-0.000112288131265282,,,,,
Serial Number:,947R033,(95UB122GC0A947R033),,,,,Pixel to Wavelength Coefficients:,1779.07784909224,-0.923938295271985,-0.000239032023878199,,,,,
GUI Version:,3.6.4,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,
DLPC Version:,2.2.0,,,,,,Total Time(HH:MM:SS):,19min 43sec ,,,,,,
UUID:,DE:67:0C:88:67:4B:68:21,,,,,,***Device/Error Status***,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,
,,,,,,,,,,,,,,,
***Scan Data***,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.938585242429,0.838523473673875,94928,13768
905.839109344998,0.833753004290612,103827,15225
909.735330871137,0.836971536558975,112981,16445
913.627249820846,0.835582719568841,124009,18108
917.514866194126,0.839824608630819,137764,19921
921.398179990975,0.852713897160739,155264,21795
925.277191211395,0.861716735018196,176757,24303
929.151899855385,0.86060604155808,200978,27704
933.022305922945,0.86083979447801,224509,30931
938.17615444969,0.854664759908044,252532,35290
942.036521172247,0.850215185104293,270286,38160
945.892585318375,0.849480247785482,285866,40428
949.744346888073,0.847840740271492,300378,42641
953.59180588134,0.846347614043529,314293,44770
957.434962298178,0.848195660367528,328542,46601
961.273816138587,0.845722635662071,342344,48836
965.108367402565,0.84809681855062,356626,50596
968.938616090114,0.850407759698314,371390,52411
974.03892144351,0.849099066572349,391368,55397
977.859130786056,0.848838774843609,406349,57552
981.675037552172,0.850952904242699,421855,59458
985.486641741858,0.849642658876193,437568,61859
989.293943355114,0.852781987339298,452178,63464
993.096942391941,0.849864518180922,465039,65709
996.895638852337,0.849192601076673,474969,67216
1000.6900327363,0.849123578845242,484050,68512
1004.48012404384,0.851722875966542,492123,69239
1009.52688622389,0.848676470764319,501719,71086
1013.30693818642,0.849609117575614,508159,71844
1017.08268757253,0.848979741348439,514041,72781
1020.8541343822,0.850401718922144,518788,73213
1024.62127861545,0.850333270807145,521774,73646
1028.38412027226,0.849145124252405,523747,74127
1032.14265935265,0.848371274115508,524867,74418
1035.8968958566,0.850956107827361,525297,74037
1039.64682978413,0.849102648972404,525681,74408
1044.64004879083,0.84686033300062,525483,74765
1048.37994337335,0.847653623169613,525296,74602
1052.11553537944,0.846900111605328,524533,74623
1055.84682480911,0.848872824252971,523567,74148
1059.57381166234,0.849675643975067,521890,73774
1063.29649593914,0.849513834634332,520451,73598
1067.01487763952,0.850977977026123,518746,73110
1070.72895676346,0.848491404137843,517534,73358
1074.43873331097,0.850753574316842,516698,72859
1079.37840914432,0.850616897014883,515869,72765
1083.07814634683,0.849201477999131,516056,73029
1086.77358097292,0.847726021128565,516503,73341
1090.46471302257,0.851290511723103,517181,72837
1094.15154249579,0.85451300998864,518944,72545
1097.83406939258,0.850790226146852,520458,73383
1101.51229371294,0.852028990829231,522535,73466
1105.18621545688,0.850493712829458,525142,74094
1108.85583462438,0.853279190835371,527879,74004
1113.74196728438,0.851640619779876,532038,74869
1117.40154710688,0.850781094373283,535596,75519
1121.05682435295,0.850644277341815,539029,76027
1124.70779902259,0.849433049291904,543693,76899
1128.3544711158,0.850273895909865,547644,77308
1131.99684063258,0.849305887492374,551641,78046
1135.63490757293,0.850790621202506,555977,78391
1139.26867193685,0.850859801335708,560499,79016
1142.89813372434,0.850643596585475,564552,79627
1147.73072321099,0.849778885973336,570420,80615
1151.35014565348,0.851400246847822,574876,80942
1154.96526551954,0.846523189140811,579644,82535
1158.57608280917,0.847160159319732,583920,83022
1162.18259752237,0.849669439040291,588301,83163
1165.78480965914,0.845766000709298,593420,84644
1169.38271921947,0.844751979077568,598380,85551
1172.97632620338,0.84732648478638,602965,85697
1176.56563061086,0.8483558986903,607753,86173
1181.34467692417,0.848026251540915,615199,87295
1184.92394198664,0.844949894628985,621381,88799
1188.49890447269,0.845165840261355,627788,89670
1192.06956438231,0.845290857093715,635308,90718
1195.63592171549,0.844327741817764,642726,91981
1199.19797647225,0.844431126470122,650050,93007
1202.75572865258,0.844810884388985,657677,94016
1206.30917825648,0.842963920093447,665843,95589
1209.85832528395,0.843559199688835,674443,96691
1214.5838284239,0.842690367611999,685702,98502
1218.12293610637,0.843153946470189,694309,99632
1221.6577412124,0.841949631392321,703151,101181
1225.18824374201,0.843021227107445,711590,102143
1228.71444369518,0.846389304549565,719812,102525
