***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,48.49,,,,,,System Temp (C):,34.7,,,,,,,
Humidity (%):,29.71,,,,,,Humidity (%):,35.27,,,,,,,
Lamp Intensity:,1921,,,,,,Lamp Intensity:,1767,,,,,,,
Data Date-Time:,20/10/27T13:12:47,,,,,,Data Date-Time:,20/5/13T16:0:36,,,,,,,
Total Measurement Time in sec:,2.0840992,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-7.40266672958336,0.0577935962102471,-0.000112288131265282,,,,,
Serial Number:,947R033,(95UB122GC0A947R033),,,,,Pixel to Wavelength Coefficients:,1779.07784909224,-0.923938295271985,-0.000239032023878199,,,,,
GUI Version:,3.6.4,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,
DLPC Version:,2.2.0,,,,,,Total Time(HH:MM:SS):,19min 43sec ,,,,,,
UUID:,DE:67:0C:88:67:4B:68:21,,,,,,***Device/Error Status***,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,
,,,,,,,,,,,,,,,
***Scan Data***,,,,,,,,,,,,,,
Wavelength (nm),Sample Signal (unitless)
901.938585242429,13768
905.839109344998,15225
909.735330871137,16445
913.627249820846,18108
917.514866194126,19921
921.398179990975,21795
925.277191211395,24303
929.151899855385,27704
933.022305922945,30931
938.17615444969,35290
942.036521172247,38160
945.892585318375,40428
949.744346888073,42641
953.59180588134,44770
957.434962298178,46601
961.273816138587,48836
965.108367402565,50596
968.938616090114,52411
974.03892144351,55397
977.859130786056,57552
981.675037552172,59458
985.486641741858,61859
989.293943355114,63464
993.096942391941,65709
996.895638852337,67216
1000.6900327363,68512
1004.48012404384,69239
1009.52688622389,71086
1013.30693818642,71844
1017.08268757253,72781
1020.8541343822,73213
1024.62127861545,73646
1028.38412027226,74127
1032.14265935265,74418
1035.8968958566,74037
1039.64682978413,74408
1044.64004879083,74765
1048.37994337335,74602
1052.11553537944,74623
1055.84682480911,74148
1059.57381166234,73774
1063.29649593914,73598
1067.01487763952,73110
1070.72895676346,73358
1074.43873331097,72859
1079.37840914432,72765
1083.07814634683,73029
1086.77358097292,73341
1090.46471302257,72837
1094.15154249579,72545
1097.83406939258,73383
1101.51229371294,73466
1105.18621545688,74094
1108.85583462438,74004
1113.74196728438,74869
1117.40154710688,75519
1121.05682435295,76027
1124.70779902259,76899
1128.3544711158,77308
1131.99684063258,78046
1135.63490757293,78391
1139.26867193685,79016
1142.89813372434,79627
1147.73072321099,80615
1151.35014565348,80942
1154.96526551954,82535
1158.57608280917,83022
1162.18259752237,83163
1165.78480965914,84644
1169.38271921947,85551
1172.97632620338,85697
1176.56563061086,86173
1181.34467692417,87295
1184.92394198664,88799
1188.49890447269,89670
1192.06956438231,90718
1195.63592171549,91981
1199.19797647225,93007
1202.75572865258,94016
1206.30917825648,95589
1209.85832528395,96691
1214.5838284239,98502
1218.12293610637,99632
1221.6577412124,101181
1225.18824374201,102143
1228.71444369518,102525
1232.23634107193,104029
1235.75393587224,105306
1239.26722809613,106404
1242.77621774359,107887
1247.44817771019,109568
1250.94712801265,110524
1254.44177573867,111611
1257.93212088826,113131
1261.41816346143,114499
1264.89990345816,115349
1268.37734087847,116229
1271.85047572234,117546
1275.31930798978,117908
1279.93772478304,119325
1283.39651770548,119853
1286.8510080515,121027
1290.30119582108,121269
1293.74708101423,122651
1297.18866363095,122789
1300.62594367125,123226
1304.05892113511,123641
1307.48759602254,124793
1312.05246964245,124785
1315.47110518488,125754
1318.88543815088,126106
1322.29546854045,125734
1325.70119635359,125918
1329.10262159031,126207
1332.49974425059,126549
1335.89256433444,126340
1339.28108184186,126224
1343.79241228842,126486
1347.17089045084,126168
1350.54506603683,126121
1353.91493904639,125460
1357.28050947952,125307
1360.64177733622,124904
1363.99874261649,124781
1367.35140532033,125054
1370.69976544774,125052
1375.15755272095,124548
1378.49587350336,123935
1381.82989170933,122658
1385.15960733888,122479
1388.485020392,121263
1391.80613086869,121007
1395.12293876895,120239
1398.43544409277,119870
1401.74364684017,118935
1406.14789094004,117923
1409.44605434243,117517
1412.7399151684,116949
1416.02947341793,116395
1419.31472909104,115664
1422.59568218772,114948
1425.87233270796,115535
1429.14468065178,114755
1432.41272601917,114507
1436.76342694568,114002
1440.02143296807,114099
1443.27513641402,113859
1446.52453728354,113464
1449.76963557664,113537
1453.0104312933,112883
1456.24692443354,112552
1459.47911499734,112033
1462.70700298472,111345
1467.00416073789,111091
1470.22200938026,110038
1473.4355554462,109478
1476.64479893571,108659
1479.8497398488,107915
1483.05037818545,107283
1486.24671394567,106156
1489.43874712947,105135
1492.62647773683,104003
1496.87009231665,103161
1500.04778357901,102369
1503.22117226494,101269
1506.39025837444,100494
1509.55504190751,99625
1512.71552286416,98573
1515.87170124437,97305
1519.02357704815,96325
1522.1711502755,95652
1526.36122168197,94058
1529.49875556432,93466
1532.63198687024,92402
1535.76091559973,91691
1538.88554175279,90304
1542.00586532942,89001
1545.12188632962,88061
1548.23360475339,87233
1551.34102060073,85717
1555.47754883385,84392
1558.57492533619,82860
1561.6679992621,81387
1564.75677061158,80130
1567.84123938463,78515
1570.92140558125,76900
1573.99726920143,75328
1577.06883024519,73456
1580.13608871252,72087
1584.21907377229,69925
1587.27629289462,68199
1590.32920944052,67112
1593.37782340998,65695
1596.42213480302,64772
1599.46214361963,63079
1602.49784985981,62189
1605.52925352355,60463
1608.55635461087,59004
1612.58579649729,57026
1615.60285823961,55489
1618.61561740549,54166
1621.62407399495,52727
1624.62822800797,51408
1627.62807944457,49800
1630.62362830474,48389
1633.61487458847,47048
1636.60181829578,45595
1640.57771700885,43971
1643.55462137116,42962
1646.52722315703,41214
1649.49552236647,40013
1652.45951899949,38921
1655.41921305607,37496
1658.37460453623,36770
1661.32569343995,35410
1664.27247976724,33470
1668.19483530697,32045
1671.13158228926,31118
1674.06402669512,29453
1676.99216852456,27960
1679.91600777756,26558
1682.83554445413,24596
1685.75077855427,22735
1688.66171007799,20146
1691.56833902527,18335
1695.43715139165,15013
1698.33374099393,12836
1701.22602801978,11120
