***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,48.32,,,,,,System Temp (C):,34.7,,,,,,,
Humidity (%):,29.91,,,,,,Humidity (%):,35.27,,,,,,,
Lamp Intensity:,1920,,,,,,Lamp Intensity:,1767,,,,,,,
Data Date-Time:,20/10/27T13:12:26,,,,,,Data Date-Time:,20/5/13T16:0:36,,,,,,,
Total Measurement Time in sec:,2.0958534,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-7.40266672958336,0.0577935962102471,-0.000112288131265282,,,,,
Serial Number:,947R033,(95UB122GC0A947R033),,,,,Pixel to Wavelength Coefficients:,1779.07784909224,-0.923938295271985,-0.000239032023878199,,,,,
GUI Version:,3.6.4,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,
DLPC Version:,2.2.0,,,,,,Total Time(HH:MM:SS):,19min 43sec ,,,,,,
UUID:,DE:67:0C:88:67:4B:68:21,,,,,,***Device/Error Status***,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,
,,,,,,,,,,,,,,,
***Scan Data***,,,,,,,,,,,,,,
Wavelength (nm),Reflectance (unitless)
901.938585242429,0.0892044496881847
905.839109344998,0.0880503144654088
909.735330871137,0.084067232543525
913.627249820846,0.0893886734027369
917.514866194126,0.0865828518335705
921.398179990975,0.0828910758450124
925.277191211395,0.0836515668403514
929.151899855385,0.0797749007354039
933.022305922945,0.0804689344302456
938.17615444969,0.0827934677585415
942.036521172247,0.0840258096978756
945.892585318375,0.0834062113017987
949.744346888073,0.0825892708520597
953.59180588134,0.0825726312708205
957.434962298178,0.0814294671609718
961.273816138587,0.080480452410441
965.108367402565,0.0827084957350277
968.938616090114,0.0815503917714532
974.03892144351,0.0813684307352671
977.859130786056,0.0826210966435256
981.675037552172,0.0816560192483199
985.486641741858,0.0814273438642679
989.293943355114,0.0820849311554299
993.096942391941,0.0825887721244885
996.895638852337,0.0818032334741846
1000.6900327363,0.082216713149468
1004.48012404384,0.081680799312367
1009.52688622389,0.0816512828894261
1013.30693818642,0.0815610861954624
1017.08268757253,0.0817989226540295
1020.8541343822,0.0819988126170999
1024.62127861545,0.0828193815713316
1028.38412027226,0.082007152308271
1032.14265935265,0.0822246397658836
1035.8968958566,0.0827074969017527
1039.64682978413,0.0822780355386632
1044.64004879083,0.0827619542401943
1048.37994337335,0.0835909658554415
1052.11553537944,0.083094867243815
1055.84682480911,0.0829139346062682
1059.57381166234,0.083887409224166
1063.29649593914,0.0828608264754991
1067.01487763952,0.0836112471228694
1070.72895676346,0.0831017865492895
1074.43873331097,0.0828530398801621
1079.37840914432,0.0824860575068477
1083.07814634683,0.0835665121614708
1086.77358097292,0.0831166517909867
1090.46471302257,0.0834388734311585
1094.15154249579,0.0843289449343282
1097.83406939258,0.0835821526424803
1101.51229371294,0.0845551015721435
1105.18621545688,0.0840496475239078
1108.85583462438,0.0846841795184124
1113.74196728438,0.0837816095842778
1117.40154710688,0.0846160165497875
1121.05682435295,0.0849713095213801
1124.70779902259,0.085268708627847
1128.3544711158,0.0850278648172901
1131.99684063258,0.0847688986134098
1135.63490757293,0.0852589225813298
1139.26867193685,0.0850099643353512
1142.89813372434,0.0855085094021454
1147.73072321099,0.0849339083482346
1151.35014565348,0.0852879577508889
1154.96526551954,0.0847658217802651
1158.57608280917,0.0844773256610495
1162.18259752237,0.0853032716245595
1165.78480965914,0.0854184220282431
1169.38271921947,0.0856646278284702
1172.97632620338,0.0850779066778337
1176.56563061086,0.085197440407534
1181.34467692417,0.0856080715345766
1184.92394198664,0.0853309000436125
1188.49890447269,0.0856929409291035
1192.06956438231,0.0857001643297424
1195.63592171549,0.0861533530618024
1199.19797647225,0.0853272825167295
1202.75572865258,0.0858308865902259
1206.30917825648,0.0855231638689601
1209.85832528395,0.0859390637904167
1214.5838284239,0.0853781963593514
1218.12293610637,0.0858940327721519
1221.6577412124,0.0856530105197888
1225.18824374201,0.0854579181832235
1228.71444369518,0.0853208893433285
1232.23634107193,0.0855589633428608
1235.75393587224,0.0853609578525354
1239.26722809613,0.0855845955500996
1242.77621774359,0.0852665175368924
1247.44817771019,0.0851920702016391
1250.94712801265,0.0856567590017697
1254.44177573867,0.0855796444896404
1257.93212088826,0.0857493003372991
1261.41816346143,0.0859056874759435
1264.89990345816,0.0854528325618216
1268.37734087847,0.0855189716791156
1271.85047572234,0.0858862542238943
1275.31930798978,0.0856640852994446
1279.93772478304,0.0854097829144674
1283.39651770548,0.0859895692705595
1286.8510080515,0.0856935922650242
1290.30119582108,0.0851077782045397
1293.74708101423,0.086257715312259
1297.18866363095,0.0858514006912728
1300.62594367125,0.086453159906209
1304.05892113511,0.0860859814286732
1307.48759602254,0.0854787440828741
1312.05246964245,0.0856062141476156
1315.47110518488,0.0855836863094514
1318.88543815088,0.0862066814204966
1322.29546854045,0.0858624296740267
1325.70119635359,0.0857820809359482
1329.10262159031,0.0857991200610524
1332.49974425059,0.0858401645116764
1335.89256433444,0.0864493417833987
1339.28108184186,0.0860443801470952
1343.79241228842,0.0861135996730815
1347.17089045084,0.0864070192039267
1350.54506603683,0.0853439685427364
1353.91493904639,0.0855118571815204
1357.28050947952,0.0854351970932899
1360.64177733622,0.0856016821463108
1363.99874261649,0.0854932710713426
1367.35140532033,0.0857463703277384
1370.69976544774,0.0861352330126988
1375.15755272095,0.0855135227700329
1378.49587350336,0.084972388700084
1381.82989170933,0.0854452181537638
1385.15960733888,0.0849779378369814
1388.485020392,0.0849394502062673
1391.80613086869,0.0851276650539909
1395.12293876895,0.0848018573317456
1398.43544409277,0.0846867789630818
1401.74364684017,0.0848029997048902
1406.14789094004,0.0845070912608387
1409.44605434243,0.0846268472820515
