***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,48.35,,,,,,System Temp (C):,34.7,,,,,,,
Humidity (%):,29.86,,,,,,Humidity (%):,35.27,,,,,,,
Lamp Intensity:,1921,,,,,,Lamp Intensity:,1767,,,,,,,
Data Date-Time:,20/10/27T13:12:30,,,,,,Data Date-Time:,20/5/13T16:0:36,,,,,,,
Total Measurement Time in sec:,2.0891789,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-7.40266672958336,0.0577935962102471,-0.000112288131265282,,,,,
Serial Number:,947R033,(95UB122GC0A947R033),,,,,Pixel to Wavelength Coefficients:,1779.07784909224,-0.923938295271985,-0.000239032023878199,,,,,
GUI Version:,3.6.4,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.4,,,,,,***Lamp Usage * **,,,,,,,
DLPC Version:,2.2.0,,,,,,Total Time(HH:MM:SS):,19min 43sec ,,,,,,
UUID:,DE:67:0C:88:67:4B:68:21,,,,,,***Device/Error Status***,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,
,,,,,,,,,,,,,,,
***Scan Data***,,,,,,,,,,,,,,
Wavelength (nm),Sample Signal (unitless)
901.938585242429,15305
905.839109344998,16555
909.735330871137,18168
913.627249820846,20217
917.514866194126,21789
921.398179990975,24269
925.277191211395,26654
929.151899855385,30559
933.022305922945,33600
938.17615444969,38309
942.036521172247,41345
945.892585318375,43451
949.744346888073,45902
953.59180588134,48015
957.434962298178,49965
961.273816138587,51751
965.108367402565,54311
968.938616090114,56169
974.03892144351,58973
977.859130786056,60906
981.675037552172,63054
985.486641741858,65686
989.293943355114,67738
993.096942391941,69513
996.895638852337,71027
1000.6900327363,72238
1004.48012404384,73623
1009.52688622389,75333
1013.30693818642,75942
1017.08268757253,76959
1020.8541343822,77082
1024.62127861545,77549
1028.38412027226,78251
1032.14265935265,78270
1035.8968958566,78820
1039.64682978413,78235
1044.64004879083,78207
1048.37994337335,78096
1052.11553537944,78293
1055.84682480911,77738
1059.57381166234,77350
1063.29649593914,77736
1067.01487763952,77345
1070.72895676346,77373
1074.43873331097,76783
1079.37840914432,77335
1083.07814634683,77370
1086.77358097292,77620
1090.46471302257,77687
1094.15154249579,78604
1097.83406939258,78342
1101.51229371294,78954
1105.18621545688,79605
1108.85583462438,80110
1113.74196728438,80622
1117.40154710688,81927
1121.05682435295,82026
1124.70779902259,83602
1128.3544711158,83350
1131.99684063258,84573
1135.63490757293,85072
1139.26867193685,85636
1142.89813372434,86365
1147.73072321099,87578
1151.35014565348,88076
1154.96526551954,88988
1158.57608280917,89446
1162.18259752237,90429
1165.78480965914,91041
1169.38271921947,91793
1172.97632620338,92035
1176.56563061086,92524
1181.34467692417,93738
1184.92394198664,94478
1188.49890447269,95711
1192.06956438231,96567
1195.63592171549,97500
1199.19797647225,99177
1202.75572865258,100306
1206.30917825648,101042
1209.85832528395,102658
1214.5838284239,104450
1218.12293610637,105220
1221.6577412124,106944
1225.18824374201,107528
1228.71444369518,108877
1232.23634107193,110002
1235.75393587224,111554
1239.26722809613,112909
1242.77621774359,114176
1247.44817771019,116156
1250.94712801265,116812
1254.44177573867,118817
1257.93212088826,119691
1261.41816346143,120896
1264.89990345816,122574
1268.37734087847,123305
1271.85047572234,124489
1275.31930798978,125342
1279.93772478304,126242
1283.39651770548,127752
1286.8510080515,128408
1290.30119582108,129326
1293.74708101423,129901
1297.18866363095,130739
