***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,53.99,,,,,,System Temp (C):,27.52,,,,,,,
Humidity (%):,13.86,,,,,,Humidity (%):,73.2,,,,,,,
Lamp Intensity:,2725,,,,,,Lamp Intensity:,2274,,,,,,,
Data Date-Time:,27/10/20 @ 14:36:14,,,,,,Data Date-Time:,9/7/19 @ 16:39:9,,,,,,,
Total Measurement Time in sec:,1.78619,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,
Model Name:,NIR-X-XX,,,,,,Shift Vector Coefficients:,-6.85384978732833,0.0551332794684546,-0.000110731550088635,,,,,
Serial Number:,925R021,(95UB122GC1A925R021),,,,,Pixel to Wavelength Coefficients:,1790.66412099084,-0.917492857141292,-0.000239200785115314,,,,,
GUI Version:,2.4.4,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.1.0.67,,,,,,***Lamp Usage * **,,,,,,,
DLPC Version:,2.0.0,,,,,,Total Time(HH:MM:SS):,NA,,,,,,
UUID:,00:00:00:00:00:00:00:00,,,,,,***Device/Error Status***,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,
,,,,,,,,,,,,,,,
***Scan Data***,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.630473432251,0.447579215955281,102131,36440
905.531115772228,0.454341182707148,110950,38975
909.427452498074,0.45346576092305,119508,42066
913.319483609787,0.459929652572366,129795,45012
917.207209107368,0.469158943650689,143166,48605
921.090628990817,0.480573023589625,160172,52968
924.969743260134,0.489448021455279,180815,58585
930.13519799724,0.498527526234515,210522,66799
934.004265833582,0.496057462963959,231687,73934
937.869028055792,0.488858658503833,249996,81110
941.72948466387,0.479765935824761,265685,88024
945.585635657816,0.475225775941925,279147,93456
949.43748103763,0.469860193982264,291226,98712
953.285020803312,0.466157892340039,302792,103511
957.128254954862,0.466397018333038,314069,107307
960.967183492279,0.467344415250144,325247,110884
966.07905725352,0.467238285864642,339962,115929
969.907939357962,0.468933182811118,350977,119219
973.732515848273,0.470543537907605,361509,122342
977.552786724452,0.470570153999563,371608,125752
981.368751986498,0.472779602113221,380605,128143
985.180411634413,0.472575301311043,389074,131056
988.987765668195,0.474133978225101,396542,133093
992.790814087846,0.473696777323395,402965,135385
996.589556893364,0.47366361118241,408092,137118
1001.64784967874,0.474599977754504,414610,139008
1005.43654605128,0.472836402590372,417748,140630
1009.22093680969,0.474028285151823,419882,140961
1013.00102195397,0.472711293023934,421613,141972
1016.77680148412,0.473212225741783,422828,142217
1020.54827540013,0.473052770582119,423181,142388
1024.31544370202,0.472665634546781,422798,142386
1028.07830638977,0.472446777106595,422122,142230
1031.83686346339,0.472125222381469,421427,142101
1036.8415752729,0.472080950542252,420017,141640
1040.59008591354,0.471806663644824,418356,141169
1044.33429094005,0.470888766488155,416485,140835
1048.07419035243,0.472827727596463,415390,139839
1051.80978415068,0.471555156645372,414299,139881
1055.5410723348,0.471847161812604,413158,139402
1059.26805490478,0.47254014300404,412194,138855
1062.99073186063,0.471737748956829,411685,138940
1066.70910320235,0.4696113331902,411349,139508
1071.66023403599,0.470781168482982,411406,139152
1075.36855894474,0.470551557379326,412471,139586
1079.07257823935,0.469701859757551,413974,140369
1082.77229191983,0.468916895546767,415714,141214
1086.46769998618,0.470078671155404,417657,141495
1090.1588024384,0.468359647503492,419594,142715
1093.84559927648,0.467099571289957,422591,144152
1097.52809050043,0.465420194234893,425209,145607
1101.20627611025,0.465498130699152,428025,146545
1106.10382596803,0.464136877289544,432567,148565
1109.77196514487,0.462629893134666,436480,150430
1113.43579870759,0.463291385869273,440246,151497
1117.09532665617,0.462280215748417,443887,153106
1120.75054899062,0.460962482237147,447164,154705
1124.40146571093,0.461419360785725,450722,155772
1128.04807681712,0.461081234551812,454231,157107
1131.69038230917,0.461097090431869,457509,158235
1135.32838218709,0.459245322968953,460998,160123
1140.172351069,0.458600815430679,466130,162146
1143.80030451395,0.456266783498045,469905,164340
1147.42395234476,0.456984479678675,473615,165364
1151.04329456145,0.455837438698817,477816,167272
1154.658331164,0.455768585731277,482210,168837
1158.26906215241,0.456926830856421,486791,169987
1161.8754875267,0.456047340076487,491522,171987
1165.47760728685,0.455580871266516,496370,173870
1169.07542143287,0.456172759251515,501518,175434
1173.86580933892,0.456389414326654,508584,177817
1177.45357705197,0.457423535361398,514246,179369
1181.03703915088,0.456645751397431,520200,181771
1184.61619563566,0.456645278255043,526464,183960
1188.19104650631,0.456949584844769,532807,186046
1191.76159176283,0.45623008285022,539596,188729
1195.32783140522,0.455656234049,546393,191359
1198.88976543347,0.455797192860233,553751,193873
1202.44739384759,0.455387617140595,560985,196591
1207.18420077777,0.455710936936423,570818,199888
1210.73178275892,0.456498253434019,578511,202215
1214.27505912594,0.456226398663363,586183,205025
1217.81402987882,0.457291651726933,593928,207225
1221.34869501757,0.45635630266936,601639,210368
1224.87905454219,0.457265524435823,609460,212657
1228.40510845267,0.458109458942402,617092,214902
1231.92685674903,0.458290539131274,624195,217285
1235.44429943125,0.458366287993646,631507,219792
1240.12752538557,0.459312189521415,640742,222521
1243.63492163481,0.45931798833809,646786,224617
1247.13801226993,0.460241620324336,651721,225850
1250.63679729091,0.461150664918223,656626,227074
1254.13127669776,0.460858939552082,663080,229460
1257.62145049048,0.460123572307623,672260,233031
1261.10731866907,0.461138437703787,682710,236101
1264.58888123353,0.461524286182705,693458,239605
1268.06613818385,0.46208618858147,703122,242630
1272.6957831623,0.462659074578749,715010,246407
1276.16299367965,0.462764761356004,722504,248929
1279.62589858286,0.463035704752451,730050,251372
1283.08449787195,0.464009197219472,736852,253146
1286.5387915469,0.463480056620036,742717,255472
1289.98877960772,0.464496635402897,748138,256735
1293.43446205441,0.463991988725241,753172,258763
1296.87583888696,0.464457811689086,757640,260019
1300.31291010539,0.464202268756203,761312,261433
1304.88897410797,0.464066725184594,765447,262935
1308.31599889342,0.464870489617726,767807,263258
1311.73871806474,0.464281894608674,770070,264392
1315.15713162192,0.46499317381127,771376,264407
1318.57123956497,0.464835032400993,772495,264887
1321.98104189389,0.464013332820303,773541,265748
1325.38653860868,0.46410389074748,774107,265887
1328.78772970934,0.464797279144333,774125,265469
1332.18461519586,0.464344062231318,773638,265579
1336.70709822258,0.46411517793987,773210,265572
1340.09393727613,0.465135516145302,772303,264638
1343.47647071555,0.464956692882761,770544,264144
1346.85469854083,0.46526644996907,768484,263250
1350.22862075199,0.465829290229615,765479,261881
1353.59823734901,0.465442100553758,761783,260849
1356.9635483319,0.465892959632939,757353,259063
1360.32455370065,0.466056405091729,753301,257580
1363.68125345528,0.466177016661165,750032,256391
1368.15015550613,0.466047224531082,745699,254986
1371.49680882778,0.466339150731479,742756,253809
1374.8391565353,0.466231787859197,737941,252226
1378.17719862868,0.466025751884291,730944,249953
1381.51093510794,0.466695620006257,722577,246711
1384.84036597306,0.466376165858921,714688,244197
1388.16549122405,0.466967695581425,708057,241602
1391.48631086091,0.467336934733484,702438,239481
1394.80282488363,0.467856230220294,697872,237640
1399.21814595862,0.469157798255472,693949,235597
1402.52461354837,0.469865489379692,692334,234666
1405.82677552399,0.471262795944383,691481,233624
1409.12463188548,0.471579657021354,690404,233090
1412.41818263283,0.472096349363434,689669,232565
1415.70742776605,0.471268626586411,689300,232884
1418.99236728514,0.471852540851785,688867,232425
1422.2730011901,0.472341709148781,688590,232070
1425.54932948093,0.471296934349971,688451,232582
1429.91106958005,0.471333668661234,688154,232462
1433.1773514379,0.470902215126801,688281,232736
1436.43932768162,0.469956108200519,687698,233046
1439.6969983112,0.469671374090615,687899,233267
1442.95036332666,0.469302287470262,687845,233447
1446.19942272798,0.468776092692623,687533,233624
1449.44417651517,0.469246489173073,687026,233199
1452.68462468823,0.468271700197462,686150,233425
1456.99852463033,0.468465090924707,684797,232861
1460.22892637041,0.468681609439316,683329,232246
1463.45502249637,0.467557145136425,680755,231971
1466.67681300819,0.46768382791678,678523,231143
1469.89429790587,0.468362859716883,676233,230003
1473.10747718943,0.467688995684245,673570,229453
1476.31635085885,0.467382707691366,670455,228553
1479.52091891415,0.467171298202783,667182,227548
1482.72118135531,0.467220614750401,663865,226391
1486.98150032154,0.466711182708459,658995,224994
1490.17171632972,0.467075293273236,655092,223474
1493.35762672377,0.467020697804388,651085,222135
1496.53923150369,0.466449782120914,646799,220963
1499.71653066948,0.466755366469918,642960,219497
1502.88952422114,0.466354376083809,638527,218185
1506.05821215866,0.465662092878382,633881,216943
1509.22259448206,0.466132479657695,629180,215101
1512.38267119132,0.466104888397233,624042,213358
1516.58940918168,0.466323304575865,616329,210615
1519.73943945797,0.466824605518891,611407,208692
1522.88516412012,0.465870516109492,605885,207262
1526.02658316814,0.465905262487395,600180,205294
1529.16369660203,0.46634094046186,594432,203124
1532.29650442179,0.465838654631499,588422,201303
1535.42500662741,0.465409696021252,582430,199450
