***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,54.02,,,,,,System Temp (C):,27.52,,,,,,,
Humidity (%):,13.86,,,,,,Humidity (%):,73.2,,,,,,,
Lamp Intensity:,2724,,,,,,Lamp Intensity:,2274,,,,,,,
Data Date-Time:,27/10/20 @ 14:36:37,,,,,,Data Date-Time:,9/7/19 @ 16:39:9,,,,,,,
Total Measurement Time in sec:,1.8101528,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,
Model Name:,NIR-X-XX,,,,,,Shift Vector Coefficients:,-6.85384978732833,0.0551332794684546,-0.000110731550088635,,,,,
Serial Number:,925R021,(95UB122GC1A925R021),,,,,Pixel to Wavelength Coefficients:,1790.66412099084,-0.917492857141292,-0.000239200785115314,,,,,
GUI Version:,2.4.4,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.1.0.67,,,,,,***Lamp Usage * **,,,,,,,
DLPC Version:,2.0.0,,,,,,Total Time(HH:MM:SS):,NA,,,,,,
UUID:,00:00:00:00:00:00:00:00,,,,,,***Device/Error Status***,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,
,,,,,,,,,,,,,,,
***Scan Data***,,,,,,,,,,,,,,
Wavelength (nm),Sample Signal (unitless)
901.630473432251,24831
905.531115772228,26185
909.427452498074,28003
913.319483609787,29977
917.207209107368,32768
921.090628990817,35823
924.969743260134,39327
930.13519799724,45102
934.004265833582,50451
937.869028055792,55323
941.72948466387,59939
945.585635657816,63940
949.43748103763,67746
953.285020803312,71553
957.128254954862,74418
960.967183492279,77082
966.07905725352,80833
969.907939357962,83679
973.732515848273,86270
977.552786724452,88611
981.368751986498,90588
985.180411634413,92527
988.987765668195,94567
992.790814087846,95835
996.589556893364,96983
1001.64784967874,98630
1005.43654605128,99421
1009.22093680969,100097
1013.00102195397,100743
1016.77680148412,101256
1020.54827540013,101517
1024.31544370202,101343
1028.07830638977,101141
1031.83686346339,100856
1036.8415752729,101166
1040.59008591354,100652
1044.33429094005,100510
1048.07419035243,99998
1051.80978415068,99864
1055.5410723348,99471
1059.26805490478,99253
1062.99073186063,99165
1066.70910320235,98752
1071.66023403599,98771
1075.36855894474,99249
1079.07257823935,99644
1082.77229191983,99883
1086.46769998618,100431
1090.1588024384,100825
1093.84559927648,102222
1097.52809050043,102402
1101.20627611025,103046
1106.10382596803,104672
1109.77196514487,105118
1113.43579870759,106387
1117.09532665617,107051
1120.75054899062,107929
1124.40146571093,108159
1128.04807681712,108779
1131.69038230917,109725
1135.32838218709,110739
1140.172351069,111983
1143.80030451395,112806
1147.42395234476,113772
1151.04329456145,114935
1154.658331164,115835
1158.26906215241,116704
1161.8754875267,117988
1165.47760728685,118923
1169.07542143287,119737
1173.86580933892,121169
1177.45357705197,122550
1181.03703915088,123422
1184.61619563566,124828
1188.19104650631,126600
1191.76159176283,128799
1195.32783140522,130054
1198.88976543347,131926
1202.44739384759,134229
1207.18420077777,136684
1210.73178275892,138024
1214.27505912594,140063
1217.81402987882,142536
1221.34869501757,144245
1224.87905454219,146199
1228.40510845267,148037
1231.92685674903,149759
1235.44429943125,151761
1240.12752538557,153753
1243.63492163481,155347
1247.13801226993,156715
1250.63679729091,157914
1254.13127669776,159587
1257.62145049048,161688
1261.10731866907,164725
1264.58888123353,166884
1268.06613818385,169107
1272.6957831623,172031
1276.16299367965,173847
1279.62589858286,175684
1283.08449787195,177258
1286.5387915469,178746
1289.98877960772,180149
1293.43446205441,180908
1296.87583888696,182052
