***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,54.07,,,,,,System Temp (C):,27.52,,,,,,,
Humidity (%):,13.86,,,,,,Humidity (%):,73.2,,,,,,,
Lamp Intensity:,2726,,,,,,Lamp Intensity:,2274,,,,,,,
Data Date-Time:,27/10/20 @ 14:37:1,,,,,,Data Date-Time:,9/7/19 @ 16:39:9,,,,,,,
Total Measurement Time in sec:,1.7871862,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,
Model Name:,NIR-X-XX,,,,,,Shift Vector Coefficients:,-6.85384978732833,0.0551332794684546,-0.000110731550088635,,,,,
Serial Number:,925R021,(95UB122GC1A925R021),,,,,Pixel to Wavelength Coefficients:,1790.66412099084,-0.917492857141292,-0.000239200785115314,,,,,
GUI Version:,2.4.4,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.1.0.67,,,,,,***Lamp Usage * **,,,,,,,
DLPC Version:,2.0.0,,,,,,Total Time(HH:MM:SS):,NA,,,,,,
UUID:,00:00:00:00:00:00:00:00,,,,,,***Device/Error Status***,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,
,,,,,,,,,,,,,,,
***Scan Data***,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU)
901.630473432251,0.510778100305096
905.531115772228,0.517072340252562
909.427452498074,0.52015452418944
913.319483609787,0.523766342525219
917.207209107368,0.535974703725369
921.090628990817,0.543304094605234
924.969743260134,0.553513295786498
930.13519799724,0.561497401285663
934.004265833582,0.555591153146616
937.869028055792,0.55122491444873
941.72948466387,0.540506949240287
945.585635657816,0.53384486307466
949.43748103763,0.529499459014828
953.285020803312,0.525172980629262
957.128254954862,0.524179139009254
960.967183492279,0.518393648179797
966.07905725352,0.517902202748674
969.907939357962,0.517537749333837
973.732515848273,0.518419524978379
977.552786724452,0.518681679254403
981.368751986498,0.51701727837126
985.180411634413,0.517458826402963
988.987765668195,0.516913076898577
992.790814087846,0.516709556634891
996.589556893364,0.519242361777046
1001.64784967874,0.518328680697358
1005.43654605128,0.517332992001507
1009.22093680969,0.517157474473147
1013.00102195397,0.516227221957096
1016.77680148412,0.516997072775696
1020.54827540013,0.517214278687227
1024.31544370202,0.516311483341132
1028.07830638977,0.517157174274046
1031.83686346339,0.516319716256181
1036.8415752729,0.517664725351564
1040.59008591354,0.517390200667487
1044.33429094005,0.518491833898813
1048.07419035243,0.517723730750083
1051.80978415068,0.519855270446173
1055.5410723348,0.518924821749979
1059.26805490478,0.521452385907888
1062.99073186063,0.520957772124409
1066.70910320235,0.522069012689531
1071.66023403599,0.522550918503322
1075.36855894474,0.522634188261974
1079.07257823935,0.523817642663196
1082.77229191983,0.525190880009233
1086.46769998618,0.525036904360648
1090.1588024384,0.52660772421773
1093.84559927648,0.526460603403977
1097.52809050043,0.526378050215566
1101.20627611025,0.528462923271586
1106.10382596803,0.528287331291599
1109.77196514487,0.530099066335449
1113.43579870759,0.530889401464833
1117.09532665617,0.530870589201993
1120.75054899062,0.530798625132016
1124.40146571093,0.533222976219919
1128.04807681712,0.532638886786195
1131.69038230917,0.533680694234225
1135.32838218709,0.533925391124632
1140.172351069,0.532519383360402
1143.80030451395,0.533022512585416
1147.42395234476,0.534126214899384
1151.04329456145,0.534515287230041
1154.658331164,0.5328205896082
1158.26906215241,0.536024796166828
1161.8754875267,0.534945355685944
1165.47760728685,0.535276971537037
1169.07542143287,0.535383712836049
1173.86580933892,0.536556051577708
1177.45357705197,0.535870799326886
1181.03703915088,0.537841010716864
1184.61619563566,0.535820858397268
1188.19104650631,0.536445613876692
1191.76159176283,0.536124812142652
1195.32783140522,0.535832217502859
1198.88976543347,0.535602081675733
1202.44739384759,0.534759331694574
1207.18420077777,0.534062140378752
1210.73178275892,0.533767548137379
1214.27505912594,0.534141506893882
1217.81402987882,0.533271918625177
1221.34869501757,0.533088595230165
1224.87905454219,0.532742892209993
1228.40510845267,0.531444574135912
1231.92685674903,0.531556432438918
1235.44429943125,0.532256726881715
1240.12752538557,0.530511014529855
1243.63492163481,0.531164382238455
1247.13801226993,0.5312266984541
1250.63679729091,0.530439642156169
1254.13127669776,0.530581363579011
1257.62145049048,0.530094118806806
1261.10731866907,0.530049590356093
1264.58888123353,0.530328974063198
1268.06613818385,0.5298744706737
1272.6957831623,0.529803310060245
1276.16299367965,0.530756399536535
1279.62589858286,0.530467960334769
1283.08449787195,0.53038849783374
1286.5387915469,0.530668875934149
1289.98877960772,0.530776035632408
1293.43446205441,0.530928708381857
1296.87583888696,0.53069477240793
1300.31291010539,0.531673485884982
