***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,33.63,,,,,,System Temp (C):,27.52,,,,,,,
Humidity (%):,42.74,,,,,,Humidity (%):,73.2,,,,,,,
Lamp Intensity:,2429,,,,,,Lamp Intensity:,2274,,,,,,,
Data Date-Time:,27/10/20 @ 12:53:16,,,,,,Data Date-Time:,9/7/19 @ 16:39:9,,,,,,,
Total Measurement Time in sec:,1.8351165,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,
Model Name:,NIR-X-XX,,,,,,Shift Vector Coefficients:,-6.85384978732833,0.0551332794684546,-0.000110731550088635,,,,,
Serial Number:,925R021,(95UB122GC1A925R021),,,,,Pixel to Wavelength Coefficients:,1790.66412099084,-0.917492857141292,-0.000239200785115314,,,,,
GUI Version:,2.4.4,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.1.0.67,,,,,,***Lamp Usage * **,,,,,,,
DLPC Version:,2.0.0,,,,,,Total Time(HH:MM:SS):,NA,,,,,,
UUID:,DE:67:0C:88:67:19:47:21,,,,,,***Device/Error Status***,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,
,,,,,,,,,,,,,,,
***Scan Data***,,,,,,,,,,,,,,
Wavelength (nm),Reflectance (AU)
901.630473432251,0.247045461221373
905.531115772228,0.24796755295178
909.427452498074,0.251071058004485
913.319483609787,0.250764667360068
917.207209107368,0.247607672212676
921.090628990817,0.243494493419574
924.969743260134,0.243453253325222
930.13519799724,0.246829310000855
934.004265833582,0.246785533931554
937.869028055792,0.24898398374374
941.72948466387,0.251561059148992
945.585635657816,0.25276288120596
949.43748103763,0.25346638006222
953.285020803312,0.254465111363576
957.128254954862,0.256166638541212
960.967183492279,0.256229880675302
966.07905725352,0.255734464440143
969.907939357962,0.256498289061676
973.732515848273,0.25498673615318
977.552786724452,0.255500419797206
981.368751986498,0.255598323721443
985.180411634413,0.255570919670808
988.987765668195,0.255806446731998
992.790814087846,0.255215713523507
996.589556893364,0.255677641316174
1001.64784967874,0.255312221123465
1005.43654605128,0.255496136426745
1009.22093680969,0.254812066247184
1013.00102195397,0.255848372796854
1016.77680148412,0.255177045985602
1020.54827540013,0.255009085946675
1024.31544370202,0.255083988098335
1028.07830638977,0.254348268983848
1031.83686346339,0.255042984906045
1036.8415752729,0.254727784827757
1040.59008591354,0.254598954000899
1044.33429094005,0.255031993949362
1048.07419035243,0.254734105298635
1051.80978415068,0.254398393430831
1055.5410723348,0.254631400093911
1059.26805490478,0.253683944938548
1062.99073186063,0.254119047329876
1066.70910320235,0.252936071316571
1071.66023403599,0.252687126585417
1075.36855894474,0.252323193630583
1079.07257823935,0.25265113267983
1082.77229191983,0.251822166200802
1086.46769998618,0.251256413755785
1090.1588024384,0.250647054057017
1093.84559927648,0.251754060072268
1097.52809050043,0.250345124397649
1101.20627611025,0.250826470416448
1106.10382596803,0.250502234335953
1109.77196514487,0.249388288123167
1113.43579870759,0.248797263348219
1117.09532665617,0.248542985038985
1120.75054899062,0.248819225161238
1124.40146571093,0.247183407954349
1128.04807681712,0.24611926530774
1131.69038230917,0.247177651150032
1135.32838218709,0.246549876572133
1140.172351069,0.247681977130843
1143.80030451395,0.247224438982348
1147.42395234476,0.247048763235962
1151.04329456145,0.247241616019556
1154.658331164,0.246552331971548
1158.26906215241,0.246257634179761
1161.8754875267,0.246637993823267
1165.47760728685,0.246056369240687
1169.07542143287,0.245753891186358
1173.86580933892,0.245233825680714
1177.45357705197,0.244843907390626
1181.03703915088,0.244444444444444
1184.61619563566,0.244569429248724
1188.19104650631,0.245206988646921
1191.76159176283,0.245522576149564
1195.32783140522,0.245907249909863
1198.88976543347,0.246135898625917
1202.44739384759,0.245981621611986
1207.18420077777,0.24657947016387
1210.73178275892,0.246221765878263
1214.27505912594,0.246144975203989
1217.81402987882,0.246462534179227
1221.34869501757,0.246516598824212
1224.87905454219,0.246708561677551
1228.40510845267,0.246917801559573
1231.92685674903,0.246427799005119
1235.44429943125,0.246844453030608
1240.12752538557,0.247321074629102
1243.63492163481,0.246761680061102
1247.13801226993,0.247223888749941
1250.63679729091,0.247405676899788
1254.13127669776,0.247392471496652
1257.62145049048,0.2464031773421
1261.10731866907,0.247624906622138
1264.58888123353,0.246972419382284
1268.06613818385,0.246049760923424
1272.6957831623,0.246951790884044
1276.16299367965,0.246831851449957
1279.62589858286,0.246563933977125
1283.08449787195,0.246544760684642
1286.5387915469,0.246758859700263
1289.98877960772,0.246370322052883
1293.43446205441,0.246541294684348
1296.87583888696,0.246973496647484
1300.31291010539,0.245652242444622
