***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,34.75,,,,,,System Temp (C):,27.52,,,,,,,
Humidity (%):,41.69,,,,,,Humidity (%):,73.2,,,,,,,
Lamp Intensity:,2448,,,,,,Lamp Intensity:,2274,,,,,,,
Data Date-Time:,27/10/20 @ 12:54:2,,,,,,Data Date-Time:,9/7/19 @ 16:39:9,,,,,,,
Total Measurement Time in sec:,1.7941815,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,
Model Name:,NIR-X-XX,,,,,,Shift Vector Coefficients:,-6.85384978732833,0.0551332794684546,-0.000110731550088635,,,,,
Serial Number:,925R021,(95UB122GC1A925R021),,,,,Pixel to Wavelength Coefficients:,1790.66412099084,-0.917492857141292,-0.000239200785115314,,,,,
GUI Version:,2.4.4,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.1.0.67,,,,,,***Lamp Usage * **,,,,,,,
DLPC Version:,2.0.0,,,,,,Total Time(HH:MM:SS):,NA,,,,,,
UUID:,DE:67:0C:88:67:19:47:21,,,,,,***Device/Error Status***,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,
,,,,,,,,,,,,,,,
***Scan Data***,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
901.630473432251,0.565534790099237,102131,27773
905.531115772228,0.556393322628941,110950,30813
909.427452498074,0.556965852397042,119508,33146
913.319483609787,0.559277897922458,129795,35808
917.207209107368,0.566001947969554,143166,38890
921.090628990817,0.56970645769636,160172,43140
924.969743260134,0.573872172853233,180815,48235
930.13519799724,0.571802829575866,210522,56428
934.004265833582,0.570113969054528,231687,62343
937.869028055792,0.565462468990537,249996,67994
941.72948466387,0.563981109699094,265685,72508
945.585635657816,0.561689248144188,279147,76585
949.43748103763,0.560570520446666,291226,80105
953.285020803312,0.560734071434065,302792,83255
957.128254954862,0.560360558726821,314069,86430
960.967183492279,0.561274309596061,325247,89318
966.07905725352,0.562070384525188,339962,93188
969.907939357962,0.56120612874044,350977,96399
973.732515848273,0.563854766107886,361509,98688
977.552786724452,0.56388009571833,371608,101439
981.368751986498,0.563549737201749,380605,103974
985.180411634413,0.564787805749894,389074,105985
988.987765668195,0.564338973285665,396542,108131
992.790814087846,0.566126958719417,402965,109431
996.589556893364,0.565834367301673,408092,110898
1001.64784967874,0.565219033634884,414610,112829
1005.43654605128,0.564909525684247,417748,113764
1009.22093680969,0.564591154547584,419882,114429
1013.00102195397,0.565399800885179,421613,114687
1016.77680148412,0.563972983883127,422828,115396
1020.54827540013,0.566346005463796,423181,114863
1024.31544370202,0.564360120353958,422798,115285
1028.07830638977,0.564675951482509,422122,115017
1031.83686346339,0.563782889112889,421427,115064
1036.8415752729,0.565361246257709,420017,114263
1040.59008591354,0.5632718552678,418356,114360
1044.33429094005,0.562949831550216,416485,113933
1048.07419035243,0.562714671217308,415390,113695
1051.80978415068,0.564569938653769,414299,112913
1055.5410723348,0.563984208820943,413158,112754
1059.26805490478,0.564981093978396,412194,112233
1062.99073186063,0.563760095681705,411685,112410
1066.70910320235,0.563722419522842,411349,112328
1071.66023403599,0.562894253530663,411406,112558
1075.36855894474,0.56314977706237,412471,112783
1079.07257823935,0.563072930868898,413974,113214
1082.77229191983,0.563500433583239,415714,113578
1086.46769998618,0.56326395968374,417657,114171
1090.1588024384,0.56278903305302,419594,114826
1093.84559927648,0.563413468354847,422591,115480
1097.52809050043,0.563007796739322,425209,116304
1101.20627611025,0.562171123825129,428025,117300
1106.10382596803,0.561441710136958,432567,118744
1109.77196514487,0.56114154341749,436480,119901
1113.43579870759,0.562459759846088,440246,120569
1117.09532665617,0.561051449508021,443887,121961
1120.75054899062,0.562263388939126,447164,122519
1124.40146571093,0.560753333683196,450722,123924
1128.04807681712,0.560637841619125,454231,124922
1131.69038230917,0.5608847408753,457509,125752
1135.32838218709,0.56073051540717,460998,126756
1140.172351069,0.559691808944003,466130,128474
1143.80030451395,0.558976343458754,469905,129728
1147.42395234476,0.55948227166193,473615,130600
1151.04329456145,0.560450542556222,477816,131465
1154.658331164,0.559855039812762,482210,132856
1158.26906215241,0.560432245610148,486791,133940
1161.8754875267,0.559180795347341,491522,135632
1165.47760728685,0.560037010820972,496370,136700
1169.07542143287,0.559866480990123,501518,138172
1173.86580933892,0.560765441428871,508584,139829
1177.45357705197,0.560141407795495,514246,141589
1181.03703915088,0.561417810878116,520200,142808
1184.61619563566,0.561014214089576,526464,144662
1188.19104650631,0.561132684869002,532807,146365
1191.76159176283,0.560263312498292,539596,148527
