***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Built-in Factory Reference,,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,6,,,,,,Num Repeats:,30,,,,,,,
PGA Gain:,64,,,,,,PGA Gain:,64,,,,,,,
System Temp (C):,33.25,,,,,,System Temp (C):,27.52,,,,,,,
Humidity (%):,43.06,,,,,,Humidity (%):,73.2,,,,,,,
Lamp Intensity:,2424,,,,,,Lamp Intensity:,2274,,,,,,,
Data Date-Time:,27/10/20 @ 12:53:2,,,,,,Data Date-Time:,9/7/19 @ 16:39:9,,,,,,,
Total Measurement Time in sec:,1.7991728,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,
Model Name:,NIR-X-XX,,,,,,Shift Vector Coefficients:,-6.85384978732833,0.0551332794684546,-0.000110731550088635,,,,,
Serial Number:,925R021,(95UB122GC1A925R021),,,,,Pixel to Wavelength Coefficients:,1790.66412099084,-0.917492857141292,-0.000239200785115314,,,,,
GUI Version:,2.4.4,,,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.1.0.67,,,,,,***Lamp Usage * **,,,,,,,
DLPC Version:,2.0.0,,,,,,Total Time(HH:MM:SS):,NA,,,,,,
UUID:,DE:67:0C:88:67:19:47:21,,,,,,***Device/Error Status***,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,
,,,,,,,,,,,,,,,
***Scan Data***,,,,,,,,,,,,,,
Wavelength (nm),Sample Signal (unitless)
901.630473432251,31315
905.531115772228,34683
909.427452498074,36776
913.319483609787,40038
917.207209107368,43746
921.090628990817,48523
924.969743260134,54755
930.13519799724,64368
934.004265833582,70953
937.869028055792,77241
941.72948466387,82999
945.585635657816,87389
949.43748103763,91772
953.285020803312,95326
957.128254954862,98560
960.967183492279,102278
966.07905725352,106724
969.907939357962,110499
973.732515848273,113615
977.552786724452,116310
981.368751986498,119551
985.180411634413,122189
988.987765668195,124174
992.790814087846,125970
996.589556893364,127558
1001.64784967874,129315
1005.43654605128,130972
1009.22093680969,131341
1013.00102195397,132109
1016.77680148412,131991
1020.54827540013,132718
1024.31544370202,132372
1028.07830638977,132318
1031.83686346339,131920
1036.8415752729,131274
1040.59008591354,130752
1044.33429094005,130025
1048.07419035243,129568
1051.80978415068,128893
1055.5410723348,129125
1059.26805490478,128101
1062.99073186063,127844
1066.70910320235,127468
1071.66023403599,127550
1075.36855894474,127451
1079.07257823935,128083
1082.77229191983,128371
1086.46769998618,128597
1090.1588024384,129277
1093.84559927648,130118
1097.52809050043,131067
1101.20627611025,131797
1106.10382596803,133083
1109.77196514487,133979
1113.43579870759,134885
1117.09532665617,136252
1120.75054899062,136759
1124.40146571093,137697
1128.04807681712,138557
1131.69038230917,139625
1135.32838218709,140545
1140.172351069,142303
1143.80030451395,143578
1147.42395234476,144900
1151.04329456145,146116
1154.658331164,147273
1158.26906215241,148414
1161.8754875267,149908
1165.47760728685,151450
1169.07542143287,152574
1173.86580933892,154707
1177.45357705197,155946
1181.03703915088,158545
1184.61619563566,160178
1188.19104650631,161738
1191.76159176283,164344
1195.32783140522,166659
1198.88976543347,169351
1202.44739384759,171562
1207.18420077777,175427
1210.73178275892,177506
1214.27505912594,179724
1217.81402987882,182507
1221.34869501757,184701
1224.87905454219,187238
1228.40510845267,190114
1231.92685674903,191815
1235.44429943125,194185
1240.12752538557,196937
1243.63492163481,199170
1247.13801226993,200800
1250.63679729091,202158
1254.13127669776,204520
1257.62145049048,206577
1261.10731866907,210134
1264.58888123353,213203
1268.06613818385,215851
1272.6957831623,219670
1276.16299367965,221708
1279.62589858286,224345
1283.08449787195,225945
1286.5387915469,227734
1289.98877960772,229459
1293.43446205441,230930
1296.87583888696,232182
1300.31291010539,233302
1304.88897410797,234648
1308.31599889342,235309
1311.73871806474,235569
1315.15713162192,236194
1318.57123956497,236211
1321.98104189389,236457
1325.38653860868,236772
1328.78772970934,236711
1332.18461519586,236509
1336.70709822258,236263
1340.09393727613,235723
1343.47647071555,235202
1346.85469854083,234048
1350.22862075199,232819
1353.59823734901,231505
1356.9635483319,230161
1360.32455370065,228706
1363.68125345528,227613
1368.15015550613,225971
1371.49680882778,224520
1374.8391565353,223230
1378.17719862868,221237
1381.51093510794,218774
1384.84036597306,216082
1388.16549122405,214050
1391.48631086091,211849
1394.80282488363,210137
1399.21814595862,208212
1402.52461354837,206981
1405.82677552399,206169
1409.12463188548,205641
1412.41818263283,204664
1415.70742776605,204902
1418.99236728514,204431
1422.2730011901,204593
1425.54932948093,204838
1429.91106958005,204787
1433.1773514379,205254
1436.43932768162,205548
1439.6969983112,205753
1442.95036332666,205762
1446.19942272798,206023
1449.44417651517,206232
1452.68462468823,205688
1456.99852463033,205699
